GIS_ID,DESCRIPTION,ASSET_CLASS,ASSET_TYPE,MODEL_NO,MODEL_DESCR,DIVISION,COMPANY,LOCATION_DESC,CONDITION_RATING,EVALUATION_DATE,EASTING,NORTHING,UploadDate,CoordinateLocation
1451077,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Lansdowne Street and Eades Street approximately 6m SE of Mary MacKillop Heritage Centre, 362 Albert Street, East Melbourne, 3002",2.96,2021-04-30,322117.42,5813358.66,2021-08-14,"-37.809850403342935, 144.97925275182038"
1451129,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Simpson Street and Powlett Street approximately 9m SE of City Edge Serviced Apartments, Flat 1-20, 92 Albert Street, East Melbourne, 3002",1.96,2021-04-30,322889.02,5813267.96,2021-08-14,"-37.81081740455819, 144.9879909774484"
1451162,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Lansdowne Street and Eades Street approximately 25m South of Australasian Fire & Emergency Service Authorities, Gnd & Flr1, 340 Albert Street, East Melbourne, 3002",2.96,2021-04-30,322162.73,5813333.38,2021-08-14,"-37.81008694174049, 144.9797609729343"
1451165,Bollard - Flex Sign,Outdoor Furniture,Bollard,200401-109,Bollard - Flex Sign,Infrastructure and Assets,City of Melbourne,"Albert Street between Lansdowne Street and Eades Street approximately 26m South of The Master Builders Association Of Victoria, Master Builders Association Of Victoria, 332-334 Albert Street, East Melbourne, 3002",1.96,2021-04-30,322187.61,5813330.78,2021-08-14,"-37.81011520743058, 144.98004281111702"
1361400,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Bendall Street between Epsom Road and Bluestone Street approximately 6m South of 12 Bendall Street, Kensington, 3031",2.87,2021-04-30,317222.07,5815564.1,2021-08-14,"-37.78901850223152, 144.92423085945816"
1361401,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Bendall Street between Epsom Road and Bluestone Street approximately 5m South of 12 Bendall Street, Kensington, 3031",2.87,2021-04-30,317221.42,5815564.88,2021-08-14,"-37.78901134651215, 144.92422367861917"
1361872,Bollard - Concrete Filled Bollard - White,Outdoor Furniture,Bollard,200401-030,Bollard - Concrete Filled Bollard - White,Infrastructure and Assets,City of Melbourne,"University Place from University Street approximately 7m East of 7 University Street, Carlton, 3053",2.48,2021-04-30,321254.7,5814471.22,2021-08-14,"-37.79966049387362, 144.96973236522405"
1459069,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Howard Street between Rosslyn Street and William Street approximately 28m NW of Howard & William Street Reserve, 383-389 William Street, West Melbourne, 3003",3.15,2021-04-30,319857.36,5813706.74,2021-08-14,"-37.80627196267238, 144.95367996837362"
1361577,Bollard - Steel Bollard - Standard,Outdoor Furniture,Bollard,200401-062,Bollard - Steel Bollard - Standard,Infrastructure and Assets,City of Melbourne,"Parsons Street between Pridham Street and Rankins Road approximately 15m SE of 31 Pridham Street, Kensington, 3031",3.18,2021-04-30,317834.56,5815498.24,2021-08-14,"-37.78973404637077, 144.9311660557252"
1461822,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Dock Link Road and Sims Street,2.76,2021-04-30,315984.2,5813552.41,2021-08-14,"-37.806889725640225, 144.90967045142548"
1461828,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317451.61,5813361.04,2021-08-14,"-37.808907996789124, 144.926281215042"
1361539,Bollard - Round Wooden Bollard Dome Top,Outdoor Furniture,Bollard,200401-095,Bollard - Round Wooden Bollard Dome Top,Infrastructure and Assets,City of Melbourne,"Cardiff Lane between Oak Street and Parkville Avenue approximately 10m North of 32 Parkville Avenue, Parkville, 3052",1.4,2021-04-30,318726.33,5816627.58,2021-08-14,"-37.77973899877504, 144.94157005104697"
1461834,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317418.24,5813364.49,2021-08-14,"-37.808870249185254, 144.9259032352972"
1461838,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317395.1,5813365.77,2021-08-14,"-37.80885409220002, 144.9256408499263"
1461851,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317310.48,5813372.42,2021-08-14,"-37.808777266081286, 144.92468183825196"
1461856,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317274.55,5813376.9,2021-08-14,"-37.80872972357357, 144.92427505648078"
1461867,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Footscray Road between Appleton Dock Road and Dock Link Road approximately 8m East of Victorian Ports Corporation (Melbourne), POMC Railway, 457-623 Footscray Road, West Melbourne, 3003",2.76,2021-04-30,317179.58,5813385.97,2021-08-14,"-37.8086290164959, 144.9231991562507"
1461868,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Footscray Road between Appleton Dock Road and Dock Link Road approximately 1m NE of Victorian Ports Corporation (Melbourne), POMC Railway, 457-623 Footscray Road, West Melbourne, 3003",2.76,2021-04-30,317172.16,5813387.12,2021-08-14,"-37.808617172391166, 144.92311520777127"
1461869,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Footscray Road between Appleton Dock Road and Dock Link Road approximately 21m West of Victorian Ports Corporation (Melbourne), POMC Railway, 457-623 Footscray Road, West Melbourne, 3003",2.76,2021-04-30,317151.07,5813389.68,2021-08-14,"-37.80858989048987, 144.92287642077468"
1450918,Litter Bin - 80L Square Metal Bin Surrounds - Silver,Outdoor Furniture,Litter Bin,200201-003,Litter Bin - 80L Square Metal Bin Surrounds - Silver,Waste and Recycling,City of Melbourne,"Webb Dock Railway approximately 41m NE of Department Of Defence, 502-550 Lorimer Street, Port Melbourne, 3207",2.57,2021-04-30,316352.78,5811902.72,2021-08-14,"-37.82182300963552, 144.9134364412997"
1361615,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Lambeth Street between Smith Street and Robertson Street approximately 9m East of 66 Lambeth Street, Kensington, 3031",2.79,2021-04-30,318087.25,5815222.84,2021-08-14,"-37.79226501633689, 144.93396501487703"
1361616,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Lambeth Street between Smith Street and Robertson Street approximately 5m SW of 95 Lambeth Street, Kensington, 3031",2.79,2021-04-30,318084.85,5815203.22,2021-08-14,"-37.79244126253311, 144.93393285049652"
1461883,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,317034.23,5813401.82,2021-08-14,"-37.80845713619714, 144.92155301264552"
1461891,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Intersection of Footscray Road and Dock Link Road approximately 92m SE of Toll SPD, 620 Footscray Road, West Melbourne, 3003",2.36,2021-04-30,316595.89,5813448.22,2021-08-14,"-37.8079512568147, 144.91658834499927"
1461893,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Intersection of Footscray Road and Dock Link Road approximately 86m SW of Toll Intermodal, 604-614 Footscray Road, West Melbourne, 3003",2.36,2021-04-30,316611.74,5813446.43,2021-08-14,"-37.80797056334713, 144.91676783338383"
1461901,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,"Footscray Road between Appleton Dock Road and Dock Link Road approximately 77m South of Toll Intermodal, 604-614 Footscray Road, West Melbourne, 3003",2.76,2021-04-30,316669.65,5813440.3,2021-08-14,"-37.808037407020294, 144.91742372178908"
1461908,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316729.6,5813434.03,2021-08-14,"-37.80810591755959, 144.918102735862"
1461920,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316823.69,5813423.55,2021-08-14,"-37.80821919446001, 144.91916827239265"
1461926,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316872.26,5813418.95,2021-08-14,"-37.808270370561104, 144.91971851693103"
1362085,Bollard - Removable Timber Bollard,Outdoor Furniture,Bollard,200401-052,Bollard - Removable Timber Bollard,Infrastructure and Assets,City of Melbourne,"Fawkner Park approximately 51m East of CitiPower Pty Ltd, Substation 40, 23W-169W Toorak Road, South Yarra, 3141",1.0,2021-04-30,322422.01,5810246.16,2021-08-14,"-37.83794575254319, 144.98194733409244"
1461938,Bollard - Concrete Bollard,Outdoor Furniture,Bollard,200401-028,Bollard - Concrete Bollard,Infrastructure and Assets,City of Melbourne,Footscray Road between Appleton Dock Road and Dock Link Road,2.76,2021-04-30,316977.85,5813407.57,2021-08-14,"-37.80839404476518, 144.92091438963263"
1461949,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Outdoor Furniture,Drinking Fountain,200501-014,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Infrastructure and Assets,City of Melbourne,"NewQuay Promenade approximately 16m East of The Sri Lounge, Ground, 116 Newquay Promenade, Docklands, 3008",3.44,2021-04-30,318556.08,5812589.26,2021-08-14,"-37.81607983975034, 144.93862697161046"
1461969,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Outdoor Furniture,Drinking Fountain,200501-014,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Infrastructure and Assets,City of Melbourne,"Navigation Drive between Bourke Street and Collins Street approximately 5m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",3.44,2021-04-30,319194.66,5812231.57,2021-08-14,"-37.81942840031672, 144.94578822758686"
1461974,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Navigation Drive between Bourke Street and Collins Street approximately 44m East of 82 Geographe Street, Docklands, 3008",3.44,2021-04-30,319209.12,5812177.05,2021-08-14,"-37.81992234661912, 144.94593880280092"
1462364,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,200201-013,Litter Bin - Stainless Steel 80 L Recycling Bin,Waste and Recycling,City of Melbourne,"Batmans Hill Drive between Bourke Street and Collins Street approximately 17m SW of 11 Inch Pizzeria Docklands, Ground, 737 Bourke Street, Docklands, 3008",3.3,2021-04-30,319441.98,5812325.43,2021-08-14,"-37.81863192858377, 144.9486198935426"
1462373,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Elizabeth Street between Victoria Street and Queensberry Street approximately 7m East of Ground, 527 Elizabeth Street, Melbourne, 3000",3.45,2021-04-30,320325.6,5813762.67,2021-08-14,"-37.80586043206344, 144.95900967976036"
1462376,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Queen Street and William Street approximately 26m SW of Shop 1, Ground, 500 Bourke Street, Melbourne, 3000",3.16,2021-04-30,320328.58,5812701.39,2021-08-14,"-37.815420452788835, 144.95878025252435"
1462384,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Docklands Drive between Waterfront Way and Pearl River Road approximately 3m South of Shop G23, 432-434 Docklands Drive, Docklands, 3008",3.15,2021-04-30,318568.24,5812797.73,2021-08-14,"-37.814204497303656, 144.93881726901228"
1462385,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Docklands Drive between Waterfront Way and Pearl River Road approximately 10m East of Victorian Labor, Unit 1-8, 438 Docklands Drive, Docklands, 3008",3.15,2021-04-30,318555.97,5812791.72,2021-08-14,"-37.81425619262728, 144.93867645094562"
1462386,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Docklands Drive between Harbour Esplanade and Saint Mangos Lane approximately 32m NW of Australian Hande Pty Ltd, 355 Docklands Drive, Docklands, 3008",3.43,2021-04-30,318871.84,5812950.09,2021-08-14,"-37.81289242694234, 144.9423024222735"
1462389,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Docklands Drive between Harbour Esplanade and Saint Mangos Lane approximately 34m NW of Australian Hande Pty Ltd, 355 Docklands Drive, Docklands, 3008",3.15,2021-04-30,318869.59,5812950.97,2021-08-14,"-37.81288405403843, 144.94227709649462"
1462393,Bollard - Cast Aluminium Bollard - Fin Type,Outdoor Furniture,Bollard,200401-011,Bollard - Cast Aluminium Bollard - Fin Type,Infrastructure and Assets,City of Melbourne,"Encounter Way between Navigation Drive and Geographe Street approximately 5m North of 80 Geographe Street, Docklands, 3008",3.16,2021-04-30,319170.14,5812154.38,2021-08-14,"-37.82011882120494, 144.9454905296422"
1362124,Bollard - Timber Bollard,Outdoor Furniture,Bollard,200401-067,Bollard - Timber Bollard,Infrastructure and Assets,City of Melbourne,"Fawkner Park approximately 45m West of 15 Park Lane, South Yarra, 3141",1.25,2021-04-30,322634.92,5809521.55,2021-08-14,"-37.84451414328232, 144.98418782602346"
1462460,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Wurundjeri Way and Harbour Esplanade approximately 5m West of TA Salon Pty Ltd, 755 Bourke Street, Docklands, 3008",2.95,2021-04-30,319375.29,5812307.52,2021-08-14,"-37.81878005527956, 144.9478581846481"
1362206,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Swanston Street between Franklin Street and Victoria Street approximately 3m East of Pork Belly House Melbourne, 479 Swanston Street, Melbourne, 3000",3.34,2021-04-30,320645.97,5813610.45,2021-08-14,"-37.80729453431359, 144.9626090841047"
1473550,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Elgin Street between Canning Street and Rathdowne Street approximately 4m SW of F An's Patisserie, 104 Elgin Street, Carlton, 3053",2.92,2021-04-30,321381.36,5814719.28,2021-08-14,"-37.79745086209366, 144.97123133237213"
1473570,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Elizabeth Street between Little Collins Street and Bourke Street approximately 10m SE of Travel Money Oz, Shop E26, 385 Bourke Street, Melbourne, 3000",4.17,2021-04-30,320720.12,5812785.47,2021-08-14,"-37.81474008875457, 144.96324670912054"
